InstitutionID,DeptOfEdInstitutionID,InstitutionName,InstitutionAddress,InstitutionCity,InstitutionState,StateProvinceID,InstitutionZip,InstitutionPhone,InstitutionOPEID,InstitutionIPEDSUnitID,InstitutionURL,CountryID,CreatedDate,UpdatedDate,ModifiedBy
9591,225618,Northwestern Memorial Hospital Dental General Practice Residency 12 Months,Galter Pavilion. 251 E. Huron Street,Chicago,IL,22,60611,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9592,225627,Nova Southeastern University College of Dental Medicine Advanced Education in General Dentistry 12 Months,3200 S. University Drive,Fort Lauderdale,FL,28,33328,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9593,225636,Nova Southeastern University College of Dental Medicine Predoctoral Internship,3200 S. University Drive,Fort Lauderdale,FL,28,33328,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9594,225645,Ohio State University College of Dentistry General Practice Residency 12 Months,305 West 12th Avenue,Columbus,OH,18,43218-2357,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9595,225654,Ohio State University College of Dentistry Predoctoral Internship,305 West 12th Avenue,Columbus,OH,18,43218-2357,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9596,225663,Oregon Health and Science University School of Dentistry Predoctoral Internship,611 SW Campus Drive,Portland,OR,33,97239,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9597,225672,Oklahoma University Medical Center - Dental Service General Practice Residency 12 Months,940 NE 13th Street. Suite 2G2102,Oklahoma City,OK,46,73104,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9598,225681,Overlook Hospital Dental General Practice Residency 12 Months,99 Beauvoir. PO Box 220,Summit,NJ,4,07902-0220,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9599,225690,Robert Wood Johnson University Hospital Dental General Practice Residency 12 Months,1 Robert Wood Johnson Place,New Brunswick,NJ,4,08901,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9600,225706,Roswell Park Cancer Institute Department of Dentistry General Practice Residency 12 Month,Elm and Carlton,Buffalo,NY,12,14263,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9601,225715,Southern Illinois University School of Dental Medicine Predoctoral Internship,2800 College Avenue,Alton,IL,22,62002,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9602,225724,St. Elizabeth's Health Care Center Dental General Practice Residency 12 Months,1044 Belmont Avenue. P.O. 1790,Youngstown,OH,18,44501,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9603,225733,St. John's Mercy Medical Center - Dental Medicine General Practice Residency 12 Months,621 S New Ballas Road. #10,St. Louis,MO,25,63141,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9604,225742,St. Joseph Medical Center Dental General Practice Residency 12 Months,12th & Walnut Streets,Reading,PA,3,19603-0316,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9605,225751,St. Joseph's Regional Medical Center Dental Department General Practice Residency 12 Months,703 Maine Street,Paterson,NJ,4,07503,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9606,225760,St. Luke's Hospital Dental Department General Practice Residency 12 Months,801 Ostrum Street,Bethlehem,PA,3,18015,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9607,225779,St. Luke's-Roosevelt Hospital Center Division of Dentistry General Practice Residency 24 Months,1111 Amsterdam Avenue,New York,NY,12,10025,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9608,225788,St. Vincents Catholic Medical Center Dental General Practice Residency 12 Months,88-25 153rd Street,Jamaica,NY,12,11432,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9609,225797,St. Vincents Catholic Medical Center Dental General Practice Residency 24 Months,88-25 153rd Street,Jamaica,NY,12,11432,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9610,225803,State University of New York at Stony Brook School of Dental Medicine Predoctoral Internship,Health Sciences Center. 154 Rockland Hall,Stony Brook,NY,12,11794-8700,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9611,225812,SUNY University Hospital at Stony Brook Dental Department General Practice Residency 12 Months,GPR Program. Sullivan Hall,Stony Brook,NY,12,11794,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9612,225821,Staten Island University Hospital Dental General Practice Residency 12 Months,475 Seaview Avenue,Staten Island,NY,12,10305,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9613,225830,Staten Island University Hospital Dental General Practice Residency 24 Months,475 Seaview Avenue,Staten Island,NY,12,10305,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9614,225849,SUNY Upstate Medical University Dental General Practice Residency 12 Months,750 East Adams Street,Syracuse,NY,12,13210,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9615,225858,Temple University School of Dentistry Advanced Education in General Dentistry 12 Months,3223 North Broad Street,Philadelphia,PA,3,19140,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9616,225867,Temple University School of Dentistry Predoctoral Internship,3223 North Broad Street,Philadelphia,PA,3,19140,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9617,225876,Hinton Barber College,1029 A Tennessee Street,Valleho,CA,1,94590,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9618,225885,San Francisco College of Cosmetology,2075 Mission Street,San Francisco,CA,1,94110,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9619,225894,Joe Blasco Makeup Artist Training Center,5422 Carrier Drive. #304,Orlando,FL,28,32819,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9620,225900,Elite Beauty Institute. Inc.,333 West 63rd Street,Westmont,IL,22,60559,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9621,225919,Paul Mitchell The School - Overland Park,8731 West 95th Street,Overland Park,KS,34,66212,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9622,225928,Harmon's Beauty School,7760 Landover Road,Landover,MD,8,20785,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9623,225937,The Cactus Academy. Ltd.,630 Old Country Road. Suite 0503A,Garden City,NY,12,11530,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9624,225946,Taylor Andrews Academy,539 West University Parkway,Orem,UT,45,84058,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9625,225955,Relay Graduate School of Education,40 West 20th Street. 6th Floor,New York,NY,12,10011,212-228-1888,,475033,www.teacheru.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9626,225964,Tufts University School of Dental Medicine General Practice Residency 12 Months,One Kneeland Street,Boston,MA,7,02111,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9627,225973,Tufts University School of Dental Medicine Predoctoral Internship,One Kneeland Street,Boston,MA,7,02111,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9628,225982,University of Texas Health Science Center Houston Dental Branch Advanced Education in General Dentistry 12 Months,6516 M. D. Anderson Boulevard. Room 147,Houston,TX,29,77225-0068,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9629,225991,University of Texas Health Science Center Houston Dental Branch General Practice Residency 12 Months,6516 M. D. Anderson Boulevard. Room 147,Houston,TX,29,77225-0068,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9630,226000,University of Texas Health Science Center Houston Dental Branch Predoctoral Internship,6516 M. D. Anderson Boulevard. Room 147,Houston,TX,29,77225-0068,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9631,226019,University Medical Center Dental General Practice Residency 12 Months,445 South Cedar Avenue,Fresno,CA,1,93702,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9632,226028,University of Alabama School of Dentistry at UAB Advanced Education in General Dentistry 12 Months,1530 3rd Avenue S.,Birmingham,AL,23,35294-0007,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9633,226037,University of Alabama School of Dentistry at UAB General Practice Residency 12 Months,1530 3rd Avenue S.,Birmingham,AL,23,35294-0007,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9634,226046,University of Alabama School of Dentistry at UAB Predoctoral Internship,1530 3rd Avenue S.,Birmingham,AL,23,35294-0007,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9635,226055,University of California at Los Angeles School of Dentistry Advanced Education in General Dentistry 12 Months,Center for Health Science. 10833 Le Conte Ave,Los Angeles,CA,1,90095-1668,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9636,226064,University of California at Los Angeles School of Dentistry General Practice Residency 12 Months,Center for Health Science. 10833 Le Conte Ave,Los Angeles,CA,1,90095-1668,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9637,226073,University of California at Los Angeles School of Dentistry Predoctoral Internship,Center for Health Science. 10833 Le Conte Ave,Los Angeles,CA,1,90095-1668,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9638,226082,University of California at San Francisco School of Dentistry General Practice Residency 12 Months,513 Parnassus Ave. S-630,San Francisco,CA,1,94143,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9639,226091,University of California at San Francisco School of Dentistry Predoctoral Internship,513 Parnassus Ave. S-630,San Francisco,CA,1,94143,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9640,226107,University of Colorado at Denver and Health Sciences Center Dental General Practice Residency 12 Months,13065 E. 17th Avenue,Aurora,CO,38,80010,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9641,226116,University of Colorado at Denver and Health Sciences Center Dental Predoctoral Internship,13065 E. 17th Avenue,Aurora,CO,38,80010,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9642,226125,University of Connecticut School of Dental Medicine Advanced Education in General Dentistry 12 Months,263 Farmington Avenue,Farmington,CT,6,06030-3915,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9643,226134,University of Connecticut School of Dental Medicine Predoctoral Internship,263 Farmington Avenue,Farmington,CT,6,06030-3915,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9644,226143,University of Detroit Mercy School of Dentistry Advanced Education in General Dentistry 12 Months,8200 W. Outer Drive. #98,Detroit,MI,27,48219-0900,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9645,226152,University of Detroit Mercy School of Dentistry Predoctoral Internship,8200 W. Outer Drive. #98,Detroit,MI,27,48219-0900,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9646,226161,University of Florida at Jacksonville Advanced Education in General Dentistry 12 Months,2028 Boulevard,Jacksonville,FL,28,32206,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9647,226170,University of Florida College of Dentistry Predoctoral Internship,1600 SW Archer Road. Rm D4-6,Gainesville,FL,28,32610-0405,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9648,226189,University of Illinois at Chicago College of Dentistry Predoctoral Internship,801 South Paulina Street. Suite #102,Chicago,IL,22,60612,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9649,226198,University of Iowa College of Dentistry General Practice Residency 12 Months,100 Dental Science Building,Iowa City,IA,30,52242,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9650,226204,University of Iowa College of Dentistry Predoctoral Internship,100 Dental Science Building,Iowa City,IA,30,52242,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9651,226213,University of Kentucky College of Dentistry General Practice Residency 12 Months,800 Rose Street. D 136 UKMC,Lexington,KY,16,40536-0297,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9652,226222,University of Kentucky College of Dentistry Predoctoral Internship,800 Rose Street. D 136 UKMC,Lexington,KY,16,40536-0297,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9653,226231,University of Louisville School of Dentistry Advanced Education in General Dentistry 12 Months,501 S. Preston Street,Louisville,KY,16,40292,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9654,226240,University of Louisville School of Dentistry General Practice Residency 12 Months,501 S. Preston Street,Louisville,KY,16,40292,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9655,226259,University of Louisville School of Dentistry Predoctoral Internship,501 S. Preston Street,Louisville,KY,16,40292,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9656,226268,University of Maryland Baltimore College of Dental Surgery Advanced Education in General Dentistry 12 Months,666 W. Baltimore Street. Room 4-A11,Baltimore,MD,8,21201,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9657,226277,University of Maryland Baltimore College of Dental Surgery Advanced Education in General Dentistry 24 Months,666 W. Baltimore Street. Room 4-A11,Baltimore,MD,8,21201,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9658,226286,University of Maryland Baltimore College of Dental Surgery Predoctoral Internship,666 W. Baltimore Street. Room 4-A11,Baltimore,MD,8,21201,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9659,226295,University of Medicine & Dentistry of New Jersey New Jersey Dental School Advanced Education in General Dentistry 12 Months,110 Bergen Street. Room B815,Newark,NJ,4,07103-2425,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9660,226301,University of Medicine & Dentistry of New Jersey New Jersey Dental School General Practice Residency 12 Months,110 Bergen Street. Room B815,Newark,NJ,4,07103-2425,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9661,226310,University of Medicine & Dentistry of New Jersey New Jersey Dental School Predoctoral Internship,110 Bergen Street. Room B815,Newark,NJ,4,07103-2425,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9662,226329,University of Michigan School of Dentistry Advanced Education in General Dentistry 12 Months,1011 N. University Ave.,Ann Arbor,MI,27,48109-1078,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9663,226338,University of Michigan School of Dentistry General Practice Residency 12 Months,1011 N. University Ave.,Ann Arbor,MI,27,48109-1078,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9664,226347,University of Michigan School of Dentistry Predoctoral Internship,1011 N. University Ave.,Ann Arbor,MI,27,48109-1078,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9665,226356,University of Minnesota School of Dentistry Predoctoral Internship,515 S.E. Delaware Street,Minneapolis,MN,32,55455,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9666,226365,University of Mississippi School of Dentistry Advanced Education in General Dentistry 12 Months,2500 North State Street,Jackson,MS,21,39216-4505,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9667,226374,University of Mississippi School of Dentistry General Practice Residency 12 Months,2500 North State Street,Jackson,MS,21,39216-4505,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9668,226383,University of Mississippi School of Dentistry Predoctoral Internship,2500 North State Street,Jackson,MS,21,39216-4505,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9669,226392,University of Missouri - Kansas City School of Dentistry Advanced Education in General Dentistry 12 Months,650 East 25th Street,Kansas City,MO,25,64108,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9670,226408,University of Missouri - Kansas City School of Dentistry Predoctoral Internship,650 East 25th Street,Kansas City,MO,25,64108,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9671,226417,University of Nebraska Medical Center College of Dentistry General Practice Residency 12 Months,40th & Holdrege Streets,Lincoln,NE,37,68583-0740,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9672,226426,University of Nebraska Medical Center College of Dentistry Predoctoral Internship,40th & Holdrege Streets,Lincoln,NE,37,68583-0740,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9673,226435,University of Nevada School of Medicine Dental General Practice Residency 12 Months,1707 West Charleston Blvd. Suite 290,Las Vegas,NV,36,89102,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9674,226444,University of Nevada. Las Vegas School of Dental Medicine Predoctoral Internship,1001 Shadow Lane,Las Vegas,NV,36,89106-4124,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9675,226453,University of New Mexico Health Sciences Center Advanced Education in General Dentistry 12 Months,2320 Tucker NE,Albuquerque,NM,47,87131-5001,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9676,226462,University of North Carolina School of Dentistry Advanced Education in General Dentistry 12 Months,1090 Old Dental Building,Chapel Hill,NC,13,27599-7450,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9677,226471,University of North Carolina School of Dentistry General Practice Residency 12 Months,1090 Old Dental Building,Chapel Hill,NC,13,27599-7450,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9678,226480,University of North Carolina School of Dentistry Predoctoral Internship,1090 Old Dental Building,Chapel Hill,NC,13,27599-7450,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9679,226499,University of Oklahoma College of Dentistry Advanced Education in General Dentistry 12 Months,1201 N. Stonewall Avenue,Oklahoma City,OK,46,73117,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9680,226505,University of Oklahoma College of Dentistry Predoctoral Internship,1201 N. Stonewall Avenue,Oklahoma City,OK,46,73117,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9681,226514,Veterans Affairs Medical Center/Birmingham Dental General Practice Residency 12 Months,700 South 19th Street,Birmingham,AL,23,35233,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9682,226523,Veterans Affairs Medical Center/Dallas Dental General Practice Residency 12 Months,4500 South Lancaster Road,Dallas,TX,29,75216,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9683,226532,University of Pennsylvania School of Dental Medicine Advanced Education in General Dentistry 12 Months,240 South 40th Street,Philadelphia,PA,3,19104-6030,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9684,226541,University of Pennsylvania School of Dental Medicine Predoctoral Internship,240 South 40th Street,Philadelphia,PA,3,19104-6030,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9685,226550,University of Pittsburgh School of Dental Medicine Advanced Education in General Dentistry 12 Months,3501 Terrace Street,Pittsburgh,PA,3,15261,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9686,226569,University of Pittsburgh School of Dental Medicine Predoctoral Internship,3501 Terrace Street,Pittsburgh,PA,3,15261,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9687,226578,University of Puerto Rico School of Dentistry General Practice Residency 12 Months,Medical Sciences Campus. Main Building,San Juan,PR,55,00936-5067,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9688,226587,University of Puerto Rico School of Dentistry Predoctoral Internship,Medical Sciences Campus. Main Building,San Juan,PR,55,00936-5067,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9689,226596,University of Rochester Advanced Education in General Dentistry 12 Months,625 Elmwood Avenue,Rochester,NY,12,14620,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9690,226602,University of Rochester Advanced Education in General Dentistry 24 Months,625 Elmwood Avenue,Rochester,NY,12,14620,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9691,226611,University of Rochester Dental General Practice Residency 24 Months,625 Elmwood Avenue,Rochester,NY,12,14620,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9692,226620,University of Rochester Dental General Practice Residency 12 Months,625 Elmwood Avenue,Rochester,NY,12,14620,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9693,226639,University of Southern California School of Dentistry Advanced Education in General Dentistry 12 Months,925 W. 34th Street,Los Angeles,CA,1,90089-6041,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9694,226648,University of Southern California School of Dentistry Predoctoral Internship,925 W. 34th Street,Los Angeles,CA,1,90089-6041,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9695,226657,University of Tennessee College of Dentistry Predoctoral Internship,University of Tennessee Health Science Center. 875 Union Avenue,Memphis,TN,17,38163,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9696,226666,University of Tennessee Medical Center Dental General Practice Residency 12 Months,1924 Alcoa Highway. Box 94,Knoxville,TN,17,37920-1514,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9697,226675,University of Texas Health Science Center - San Antonio Dental School Advanced Education in General Dentistry 12 Months,7703 Floyd Curl Drive,San Antonio,TX,29,78284-7914,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9698,226684,University of Texas Health Science Center - San Antonio Dental School General Practice Residency 12 Months,7703 Floyd Curl Drive,San Antonio,TX,29,78284-7914,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9699,226693,University of Texas Health Science Center - San Antonio Dental School Predoctoral Internship,7703 Floyd Curl Drive,San Antonio,TX,29,78284-7914,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9700,226709,University of the Pacific Arthur A. Dugoni School of Dentistry Advanced Education in General Dentistry 12 Months,2155 Webster Street,San Francisco,CA,1,94115,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9701,226718,University of the Pacific Arthur A. Dugoni School of Dentistry Predoctoral Internship,2155 Webster Street,San Francisco,CA,1,94115,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9702,226727,US Army Dental Activity/Tripler Advanced Education in General Dentistry 24 Months,Tripler Army Medical Center,Honolulu,HI,50,96859-5000,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9703,226736,Veterans Affairs Medical Center/DC Dental General Practice Residency 12 Months,50 Irving Street. N.W. 160,Washington,DC,51,20422,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9704,226745,Arkansas Career Training Institute,105 Reserve,Hot Springs,AR,26,71902,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9705,226754,BR Global Learning,307 Roosevelt Avenue,Hato Rey,PR,55,00918,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9706,226763,HyperLearning Technologies,9630 South Plaza Trail. Suite 250,Virginia Beach,VA,11,23452,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9707,226772,MT Training Center,1801 S. Great Southwest Parkway,Grand Prairie,TX,29,75051,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9708,226781,Paul Mitchell The School - Jersey Shore,712 Route 70,Brick,NJ,4,08723,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9709,226790,William M. Maguy School of Education,1100 N. Miller Park Court,Visalia,CA,1,93291,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9710,226806,Ruby's Academy for Health Occupations,4343 West Sunrise Boulevard,Plantation,FL,28,33313,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9711,226815,Texas Covenant Education,1822 Fredericksburg Road,San Antonio,TX,29,78201,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9712,226824,Ukiah Adult School,1056 N. Bush Street,Ukiah,CA,1,95482,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9713,226833,ZMS The Academy,6029 N. Figueroa Street,Los Angeles,CA,1,90042,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9714,226842,University of Utah College of Medicine Dental General Practice Residency 12 Months,BC101 School of Medicine,Salt Lake City,UT,45,84132,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9715,226851,University of Virginia Health System Department of Dentistry General Practice Residency 12 Months,PO Box 800740,Charlottesville,VA,11,22908,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9716,226860,University of Washington - Health Sciences School of Dentistry Predoctoral Internship,1959 NE Pacific Street. Box 356356,Seattle,WA,42,98195,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9717,226879,US Army Dental Activity/Fort Bragg Advanced Education in General Dentistry 24 Months,Womack Army Medical Center. Bldg 6837 Normandy Road,Fort Bragg,NC,13,28310-5000,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9718,226888,Veterans Affairs Hospital/San Antonio Advanced Education in General Dentistry 12 Months,7400 Merton Minter Boulevard,San Antonio,TX,29,78284,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9719,226897,Veterans Affairs Long Beach Healthcare System Dental General Practice Residency 12 Months,5901 East 7th Street,Long Beach,CA,1,90822,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9720,226903,Veterans Affairs Medical Center/Dayton Dental General Practice Residency 12 Months,4100 West 3rd Street  (160),Dayton,OH,18,45428,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9721,226912,Veterans Affairs Medical Center/Indianapolis Dental General Practice Residency 12 Months,1481 West Tenth Street,Indianapolis,IN,20,46202,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9722,226921,Veterans Affairs Medical Center/Memphis Dental General Practice Residency 12 Months,1030 Jefferson Avenue  (160),Memphis,TN,17,38104,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9723,226930,Veterans Affairs Medical Center/Minneapolis Dental General Practice Residency 12 Months,One Veterans Drive  (160),Minneapolis,MN,32,55417,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9724,226949,Veterans Affairs Medical Center/New York Dental General Practice Residency 12 Months,423 East 23rd Street  (160),New York,NY,12,10010,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9725,226958,Veterans Affairs Medical Center. Palo Alto - CA Dental General Practice Residency 12 Months,3801 Miranda Avenue  (160),Palo Alto,CA,1,94304,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9726,226967,Veterans Affairs Medical Center/Pittsburgh Dental General Practice Residency 12 Months,7180 Highland Drive  (160),Pittsburgh,PA,3,15206-1297,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9727,226976,Veterans Affairs Medical Center/Portland Dental General Practice Residency 12 Months,3710 S.W. US Vets Hosp Road (160),Portland,OR,33,97207,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9728,226985,Veterans Affairs Medical Center/West LA Dental General Practice Residency 12 Months,11301 Wilshire Boulevard (160),West Los Angeles,CA,1,90073,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9729,226994,Veterans Affairs Medical Center. Detroit - Dental Service General Practice Residency 12 Months,4646 John R. Street,Detroit,MI,27,48201,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9730,227003,Virginia Commonwealth University School of Dentistry Advanced Education in General Dentistry 12 Months,P.O. Box 980566,Richmond,VA,11,23298-0566,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9731,227012,Virginia Commonwealth University School of Dentistry Predoctoral Internship,P.O. Box 980566,Richmond,VA,11,23298-0566,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
9732,227021,Wake Forest University School of Medicine Dental General Practice Residency 24 Months,Medical Center Boulevard,Winston Salem,NC,13,27157,,,,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
